name,status,oldPrerequisite,newPrerequisite,prerequisiteChanged,oldBenefit,newEffect,oldSummary,newSummary,sourceUrl
Improved Stun,db_only_not_updated,"Int 13, Stun","Int 13, Stun",no,You gain a +5 bonus on attack rolls made to stun an opponent.,You gain a +5 bonus on attack rolls made to stun an opponent.,You gain a +5 bonus on attack rolls made to stun an opponent.,You gain a +5 bonus on attack rolls made to stun an opponent.,
Cut the Red Tape,updated,Trained in Knowledge (Bureaucracy),Trained in Knowledge (Bureaucracy),no,Use Knowledge (Bureaucracy) in place of Gather Information.,"You can use your Knowledge (Bureaucracy) modifier instead of your Gather Information modifier when making Gather Information checks. If you are entitled to a Gather Information check reroll, you can reroll your Knowledge (Bureaucracy) check instead (subject to the same circumstances and limitations). You are considered Trained in the Gather Information skill for the purposes of this check.",Use Knowledge (Bureaucracy) in place of Gather Information.,Use Knowledge (Bureaucracy) in place of Gather Information.,https://swse.fandom.com/wiki/Cut_the_Red_Tape
Republic Military Training,updated,None,None,no,"When behind Cover, you can reduce the damage of an incoming attack.","Once per encounter, as a Reaction, you gain Damage Reduction 10 against an incoming attack if you have Cover from the attacker. You can gain the Damage Reduction as long as you have Cover, even if your opponent uses Aim to ignore your Cover bonus to Reflex Defense.","When behind Cover, you can reduce the damage of an incoming attack.","When behind Cover, you can reduce the damage of an incoming attack.",https://swse.fandom.com/wiki/Republic_Military_Training
Skill Challenge: Catastrophic Avoidance,db_only_not_updated,None,None,no,"Catastrophic Failures in a Skill Challenge occur less frequently, and with milder results.","Catastrophic Failures in a Skill Challenge occur less frequently, and with milder results.","Catastrophic Failures in a Skill Challenge occur less frequently, and with milder results.","Catastrophic Failures in a Skill Challenge occur less frequently, and with milder results.",
Weapon Proficiency (Simple Weapons),db_only_not_updated,,,no,You are proficient with simple weapons and do not take the -5 penalty when using them.,You are proficient with simple weapons and do not take the -5 penalty when using them.,You are proficient with simple weapons and do not take the -5 penalty when using them.,You are proficient with simple weapons and do not take the -5 penalty when using them.,
Impersonate,updated,"Shapeshift Species Trait, Skill Focus (Deception)","Shapeshift Species Trait, Skill Focus (Deception)",no,Shapeshift to impersonate a specific person.,You can make a Deception check to alter your features to that of a specific person. This Feat also allows you to change your voice to match the target's. You always treat impersonating a person as a Moderate Deception.,Shapeshift to impersonate a specific person.,Shapeshift to impersonate a specific person.,https://swse.fandom.com/wiki/Impersonate
Dreadful Countenance,updated,"Charisma 13, Member of The Sith","Charisma 13, Member of The Sith",no,"Marked as Sith, your appearance inspires awe, dread, and fear in all who view it.","Whenever you make a Persuasion check or a Use the Force check to activate a Fear effect, you may reroll the check, but the result of the reroll must be accepted, even if it is worse.","Marked as Sith, your appearance inspires awe, dread, and fear in all who view it.","Marked as Sith, your appearance inspires awe, dread, and fear in all who view it.",https://swse.fandom.com/wiki/Dreadful_Countenance
Hold Together,updated,Trained in Mechanics,Trained in Mechanics,no,Delay the damage caused to a Vehicle until the end of the round.,"As a Reaction, you can spend a Force Point to delay the effect of damage dealt to a Vehicle you are riding in or piloting until the end of the round. The Vehicle must be of Colossal size or smaller.",Delay the damage caused to a Vehicle until the end of the round.,Delay the damage caused to a Vehicle until the end of the round.,https://swse.fandom.com/wiki/Hold_Together
Wroshyr Rage,db_only_not_updated,Wookiee,Wookiee,no,Gain Bonus Hit Points when Raging.,Gain Bonus Hit Points when Raging.,Gain Bonus Hit Points when Raging.,Gain Bonus Hit Points when Raging.,
Triple Crit Specialist,db_only_not_updated,"Triple Crit, Weapon Specialization with selected weapon group","Triple Crit, Weapon Specialization with selected weapon group",no,"When you score a critical hit with the selected weapon group, you deal triple damage and move the target -1 step down the condition track.","When you score a critical hit with the selected weapon group, you deal triple damage and move the target -1 step down the condition track.","When you score a critical hit with the selected weapon group, you deal triple damage and move the target -1 step down the condition track.","When you score a critical hit with the selected weapon group, you deal triple damage and move the target -1 step down the condition track.",
Shake It Off,updated,"Constitution 13, Trained in Endurance","Constitution 13, Trained in Endurance",no,Spend two Swift Actions to move +1 step along the Condition Track.,You can spend two Swift Actions instead of three to move +1 step along the Condition Track.,Spend two Swift Actions to move +1 step along the Condition Track.,Spend two Swift Actions to move +1 step along the Condition Track.,https://swse.fandom.com/wiki/Shake_It_Off
Relentless Attack,updated,Double Attack (Chosen Weapon),Double Attack (Chosen Weapon),no,Gain a bonus on attack rolls after missing a target.,"Choose one weapon group or Exotic Weapon for which you have the Double Attack Feat. Whenever you miss a target with that weapon, you gain a +2 competence bonus on your next attack roll made before the end of your next turn against the missed target.",Gain a bonus on attack rolls after missing a target.,Gain a bonus on attack rolls after missing a target.,https://swse.fandom.com/wiki/Relentless_Attack
Signature Device,updated,Tech Specialist,Tech Specialist,no,Install two Traits.,"You designate a single weapon, suit of armor, vehicle, or other item as your Signature Item. When making Mechanics checks to modify that piece of Equipment, you can Take 10 on the check. In addition, you can allow the device to gain two Traits from the Tech Specialist feat.

To install the second Trait, you must succeed on a DC 30 Mechanics check. Once installed, the device can use only one Trait at a time, and switching from one Trait to the other requires a Swift Action to adjust the item's settings.

You can have only one Signature Device at a time, but you can designate another device as your Signature Item (the former item loses all benefits gained from this Feat).",Install two Traits.,Install two Traits.,https://swse.fandom.com/wiki/Signature_Device
Spring Attack,db_only_not_updated,"Dex 13, Mobility","Dex 13, Mobility",no,"When making a melee attack, you may move both before and after the attack, up to your speed, without provoking attacks of opportunity from the target.","When making a melee attack, you may move both before and after the attack, up to your speed, without provoking attacks of opportunity from the target.","When making a melee attack, you may move both before and after the attack, up to your speed, without provoking attacks of opportunity from the target.","When making a melee attack, you may move both before and after the attack, up to your speed, without provoking attacks of opportunity from the target.",
Cleave,updated,"Strength 13, Power Attack","Strength 13, Power Attack Feat",no,Extra melee attack after dropping target.,"If you deal an opponent enough damage to reduce its hit points to 0, you get an immediate extra melee attack against another opponent within your reach. The extra attack is with the same weapon and at the same attack bonus as the attack that dropped the previous opponent. You can use this ability once per round.",Extra melee attack after dropping target.,Extra melee attack after dropping target.,https://swse.fandom.com/wiki/Cleave
Binary Mind,db_only_not_updated,Cerean,Cerean,no,"Enemies must roll twice, keeping the lower result, on Mind-Affecting effects.","Enemies must roll twice, keeping the lower result, on Mind-Affecting effects.","Enemies must roll twice, keeping the lower result, on Mind-Affecting effects.","Enemies must roll twice, keeping the lower result, on Mind-Affecting effects.",
Moving Target,updated,Dodge,Dodge,no,Gain a bonus to Reflex Defense when you remain mobile.,"If you end your turn at least 3 squares away from where you started, you gain a +1 dodge bonus to your Reflex Defense until the start of your next turn.",Gain a bonus to Reflex Defense when you remain mobile.,Gain a bonus to Reflex Defense when you remain mobile.,https://swse.fandom.com/wiki/Moving_Target
Improved Bantha Rush,updated,"Strength 15, Bantha Rush, Base Attack Bonus +1","Strength 15, Bantha Rush, Base Attack Bonus +1",no,Push foes away a number of squares equal to Strength modifier.,"When making a Bantha Rush, you push your opponent a number of additional squares away from you equal to half your Strength modifier (Round down, minimum 2 squares pushed total).",Push foes away a number of squares equal to Strength modifier.,Push foes away a number of squares equal to Strength modifier.,https://swse.fandom.com/wiki/Improved_Bantha_Rush
Double Attack,updated,Base Attack Bonus +6,Base Attack Bonus +6,no,"Make an extra attack with chosen weapon during Full Attack, -5 penalty to all attacks.","Choose a single Exotic Weapon or weapon group with which you are proficient. When you use the Full Attack action, you may make one additional attack when wielding such a weapon. However, you take a -5 penalty on all attack rolls until your next turn because you're trading precision for speed.","Make an extra attack with chosen weapon during Full Attack, -5 penalty to all attacks.","Make an extra attack with chosen weapon during Full Attack, -5 penalty to all attacks.",https://swse.fandom.com/wiki/Double_Attack
